recno;ID_ROADKILL;SESION;DATE;TRANSECT;OBSERVER;P_V;METHODOLOGY;OBSERVED;SPECIE;GROUP;STATUS;latitude;longitude;precision;utm_n;utm_e;utm_zona;LOCATION;d1;d2;D_CONSENSUS
147;25;FEBRUARY;22/02/2023;LORA1;2;P;DRIVING;0;Lagomorph;MEDIUM_MAMMAL;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
148;25;FEBRUARY;22/02/2023;LORA1;6;V;WALKING;0;Lagomorph;MEDIUM_MAMMAL;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
149;25;FEBRUARY;22/02/2023;LORA1;4;V;CYCLING;0;Lagomorph;MEDIUM_MAMMAL;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
150;25;FEBRUARY;22/02/2023;LORA1;5;V;DRIVING;0;Lagomorph;MEDIUM_MAMMAL;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
151;26;FEBRUARY;22/02/2023;LORA1;3;P;WALKING;1;Passerine;SMALL_BIRD;3;37.588806;-5.455845;8;4163029;283167;30S;ROADWAY;10;3;3
152;26;FEBRUARY;22/02/2023;LORA1;1;P;CYCLING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
153;26;FEBRUARY;22/02/2023;LORA1;2;P;DRIVING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
154;26;FEBRUARY;22/02/2023;LORA1;6;V;WALKING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
155;26;FEBRUARY;22/02/2023;LORA1;4;V;CYCLING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
156;26;FEBRUARY;22/02/2023;LORA1;5;V;DRIVING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
157;27;FEBRUARY;22/02/2023;LORA1;3;P;WALKING;1;Passerine;SMALL_BIRD;5;37.58882;-5.456974;7;4163033;283068;30S;ROADWAY;1;1;1
158;27;FEBRUARY;22/02/2023;LORA1;1;P;CYCLING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
159;27;FEBRUARY;22/02/2023;LORA1;2;P;DRIVING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
160;27;FEBRUARY;22/02/2023;LORA1;6;V;WALKING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
161;27;FEBRUARY;22/02/2023;LORA1;4;V;CYCLING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
162;27;FEBRUARY;22/02/2023;LORA1;5;V;DRIVING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
163;28;FEBRUARY;22/02/2023;LORA1;3;P;WALKING;1;Passerine;SMALL_BIRD;5;37.588876;-5.456614;5;4163038;283100;30S;ROADWAY;0.5;0.5;1
164;28;FEBRUARY;22/02/2023;LORA1;1;P;CYCLING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
165;28;FEBRUARY;22/02/2023;LORA1;2;P;DRIVING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
166;28;FEBRUARY;22/02/2023;LORA1;6;V;WALKING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
167;28;FEBRUARY;22/02/2023;LORA1;4;V;CYCLING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
168;28;FEBRUARY;22/02/2023;LORA1;5;V;DRIVING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
169;29;FEBRUARY;22/02/2023;LORA1;1;P;CYCLING;1;Passerine;SMALL_BIRD;3;37.589537;-5.460005;4;4163120;282802;30S;ROADWAY;10;0.5;1
170;29;FEBRUARY;22/02/2023;LORA1;3;P;WALKING;1;Passerine;SMALL_BIRD;3;37.589548;-5.460075;7;4163121;282796;30S;ROADWAY;10;0.5;1
171;29;FEBRUARY;22/02/2023;LORA1;2;P;DRIVING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
172;29;FEBRUARY;22/02/2023;LORA1;6;V;WALKING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
173;29;FEBRUARY;22/02/2023;LORA1;4;V;CYCLING;1;Passerine;SMALL_BIRD;3;37.589549;-5.460069;4;4163121;282797;30S;ROADWAY;NA;NA;1
174;29;FEBRUARY;22/02/2023;LORA1;5;V;DRIVING;1;Passerine;SMALL_BIRD;3;37.589536;-5.460032;NA;NA;NA;NA;ROADWAY;NA;NA;1
175;30;FEBRUARY;22/02/2023;LORA1;3;P;WALKING;1;Passerine;SMALL_BIRD;4;37.589594;-5.460205;5;4163126;282785;30S;ROADWAY;6;0.5;1
176;30;FEBRUARY;22/02/2023;LORA1;1;P;CYCLING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
177;30;FEBRUARY;22/02/2023;LORA1;2;P;DRIVING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
178;30;FEBRUARY;22/02/2023;LORA1;6;V;WALKING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
179;30;FEBRUARY;22/02/2023;LORA1;4;V;CYCLING;1;Passerine;SMALL_BIRD;4;37.589611;-5.460183;4;4163128;282787;30S;ROADWAY;NA;NA;1
180;30;FEBRUARY;22/02/2023;LORA1;5;V;DRIVING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
181;31;FEBRUARY;22/02/2023;LORA1;3;P;WALKING;1;Passerine;SMALL_BIRD;5;37.589666;-5.46061;5;4163135;282749;30S;ROADWAY;7;4;4
182;31;FEBRUARY;22/02/2023;LORA1;1;P;CYCLING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
183;31;FEBRUARY;22/02/2023;LORA1;2;P;DRIVING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
184;31;FEBRUARY;22/02/2023;LORA1;6;V;WALKING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
185;31;FEBRUARY;22/02/2023;LORA1;4;V;CYCLING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
186;31;FEBRUARY;22/02/2023;LORA1;5;V;DRIVING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
187;32;FEBRUARY;22/02/2023;LORA1;3;P;WALKING;1;Passerine;SMALL_BIRD;5;37.589682;-5.460556;5;4163137;282754;30S;ROADWAY;8;2;2
188;32;FEBRUARY;22/02/2023;LORA1;1;P;CYCLING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;2
189;32;FEBRUARY;22/02/2023;LORA1;2;P;DRIVING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;2
190;32;FEBRUARY;22/02/2023;LORA1;6;V;WALKING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;2
191;32;FEBRUARY;22/02/2023;LORA1;4;V;CYCLING;1;Passerine;SMALL_BIRD;5;37.589679;-5.460551;4;4163137;282754;30S;ROADWAY;NA;NA;2
192;32;FEBRUARY;22/02/2023;LORA1;5;V;DRIVING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;2
193;33;FEBRUARY;22/02/2023;LORA1;3;P;WALKING;1;Passerine;SMALL_BIRD;4;37.589718;-5.460927;7;4163142;282721;30S;ROADWAY;8;5;5
194;33;FEBRUARY;22/02/2023;LORA1;1;P;CYCLING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
195;33;FEBRUARY;22/02/2023;LORA1;2;P;DRIVING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
196;33;FEBRUARY;22/02/2023;LORA1;6;V;WALKING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
197;33;FEBRUARY;22/02/2023;LORA1;4;V;CYCLING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
198;33;FEBRUARY;22/02/2023;LORA1;5;V;DRIVING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
199;34;FEBRUARY;22/02/2023;LORA1;1;P;CYCLING;1;Sylvia atricapilla;SMALL_BIRD;1;37.589784;-5.461329;6;4163150;282686;30S;SHOULDER;10;6;6
200;34;FEBRUARY;22/02/2023;LORA1;3;P;WALKING;1;Sylvia atricapilla;SMALL_BIRD;1;37.589834;-5.461339;4;4163156;282685;30S;SHOULDER;10;6.3;6
201;34;FEBRUARY;22/02/2023;LORA1;2;P;DRIVING;1;Sylvia atricapilla;SMALL_BIRD;1;37.589887;-5.431422;NA;NA;NA;NA;SHOULDER;NA;NA;6
202;34;FEBRUARY;22/02/2023;LORA1;6;V;WALKING;1;Sylvia atricapilla;SMALL_BIRD;1;37.589829;-5.461357;5;4163155;282684;30S;SHOULDER;NA;NA;6
203;34;FEBRUARY;22/02/2023;LORA1;4;V;CYCLING;0;Sylvia atricapilla;SMALL_BIRD;1;NA;NA;NA;NA;NA;NA;SHOULDER;NA;NA;6
204;34;FEBRUARY;22/02/2023;LORA1;5;V;DRIVING;0;Sylvia atricapilla;SMALL_BIRD;1;NA;NA;NA;NA;NA;NA;SHOULDER;NA;NA;6
205;35;FEBRUARY;22/02/2023;LORA1;3;P;WALKING;1;Cat;DOMESTIC;6;37.589995;-5.461606;6;4163174;282662;30S;OUT;10;1.5;2
206;35;FEBRUARY;22/02/2023;LORA1;1;P;CYCLING;0;Cat;DOMESTIC;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;2
207;35;FEBRUARY;22/02/2023;LORA1;2;P;DRIVING;0;Cat;DOMESTIC;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;2
208;35;FEBRUARY;22/02/2023;LORA1;6;V;WALKING;0;Cat;DOMESTIC;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;2
209;35;FEBRUARY;22/02/2023;LORA1;4;V;CYCLING;0;Cat;DOMESTIC;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;2
210;35;FEBRUARY;22/02/2023;LORA1;5;V;DRIVING;0;Cat;DOMESTIC;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;2
211;36;FEBRUARY;22/02/2023;LORA1;3;P;WALKING;1;Rodent;SMALL_MAMMAL;4;37.590086;-5.461703;5;4163184;282654;30S;ROADWAY;3;0.5;1
212;36;FEBRUARY;22/02/2023;LORA1;1;P;CYCLING;0;Rodent;SMALL_MAMMAL;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
213;36;FEBRUARY;22/02/2023;LORA1;2;P;DRIVING;0;Rodent;SMALL_MAMMAL;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
214;36;FEBRUARY;22/02/2023;LORA1;6;V;WALKING;0;Rodent;SMALL_MAMMAL;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
215;36;FEBRUARY;22/02/2023;LORA1;4;V;CYCLING;0;Rodent;SMALL_MAMMAL;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
216;36;FEBRUARY;22/02/2023;LORA1;5;V;DRIVING;0;Rodent;SMALL_MAMMAL;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
217;37;FEBRUARY;22/02/2023;LORA1;3;P;WALKING;1;Passerine;SMALL_BIRD;3;37.590493;-5.462415;8;4163231;282592;30S;ROADWAY;8;3.5;4
218;37;FEBRUARY;22/02/2023;LORA1;1;P;CYCLING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
219;37;FEBRUARY;22/02/2023;LORA1;2;P;DRIVING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
220;37;FEBRUARY;22/02/2023;LORA1;6;V;WALKING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
221;37;FEBRUARY;22/02/2023;LORA1;4;V;CYCLING;1;Passerine;SMALL_BIRD;3;37.590451;-5.462386;4;4163227;282595;30S;ROADWAY;NA;NA;4
222;37;FEBRUARY;22/02/2023;LORA1;5;V;DRIVING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
223;38;FEBRUARY;22/02/2023;LORA1;1;P;CYCLING;1;Lagomorph;MEDIUM_MAMMAL;5;37.590562;-5.462447;4;4163239;282589;30S;ROADWAY;5;1.5;2
224;38;FEBRUARY;22/02/2023;LORA1;3;P;WALKING;0;Lagomorph;MEDIUM_MAMMAL;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;2
225;38;FEBRUARY;22/02/2023;LORA1;2;P;DRIVING;0;Lagomorph;MEDIUM_MAMMAL;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;2
226;38;FEBRUARY;22/02/2023;LORA1;6;V;WALKING;0;Lagomorph;MEDIUM_MAMMAL;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;2
227;38;FEBRUARY;22/02/2023;LORA1;4;V;CYCLING;0;Lagomorph;MEDIUM_MAMMAL;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;2
228;38;FEBRUARY;22/02/2023;LORA1;5;V;DRIVING;0;Lagomorph;MEDIUM_MAMMAL;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;2
229;39;FEBRUARY;22/02/2023;LORA1;3;P;WALKING;1;Passerine;SMALL_BIRD;3;37.59113;-5.463025;5;4163303;282540;30S;ROADWAY;5;0.3;1
230;39;FEBRUARY;22/02/2023;LORA1;1;P;CYCLING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
231;39;FEBRUARY;22/02/2023;LORA1;2;P;DRIVING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
232;39;FEBRUARY;22/02/2023;LORA1;6;V;WALKING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
233;39;FEBRUARY;22/02/2023;LORA1;4;V;CYCLING;1;Passerine;SMALL_BIRD;3;37.591132;-5.463058;4;4163304;282537;30S;ROADWAY;NA;NA;1
234;39;FEBRUARY;22/02/2023;LORA1;5;V;DRIVING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
235;40;FEBRUARY;22/02/2023;LORA1;3;P;WALKING;1;Passerine;SMALL_BIRD;5;37.591151;-5.463125;4;4163306;282531;30S;ROADWAY;5;4;4
236;40;FEBRUARY;22/02/2023;LORA1;1;P;CYCLING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
237;40;FEBRUARY;22/02/2023;LORA1;2;P;DRIVING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
238;40;FEBRUARY;22/02/2023;LORA1;6;V;WALKING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
239;40;FEBRUARY;22/02/2023;LORA1;4;V;CYCLING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
240;40;FEBRUARY;22/02/2023;LORA1;5;V;DRIVING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
241;41;FEBRUARY;22/02/2023;LORA1;1;P;CYCLING;1;Passerine;SMALL_BIRD;3;37.591457;-5.463363;7;4163340;282511;30S;ROADWAY;15;4;5
242;41;FEBRUARY;22/02/2023;LORA1;3;P;WALKING;1;Passerine;SMALL_BIRD;3;37.591507;-5.463345;9;4163346;282513;30S;ROADWAY;10;4.5;5
243;41;FEBRUARY;22/02/2023;LORA1;2;P;DRIVING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
244;41;FEBRUARY;22/02/2023;LORA1;6;V;WALKING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
245;41;FEBRUARY;22/02/2023;LORA1;4;V;CYCLING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
246;41;FEBRUARY;22/02/2023;LORA1;5;V;DRIVING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
247;42;FEBRUARY;22/02/2023;LORA1;3;P;WALKING;1;Passerine;SMALL_BIRD;5;37.592071;-5.463799;7;4163410;282474;30S;ROADWAY;8;5;5
248;42;FEBRUARY;22/02/2023;LORA1;1;P;CYCLING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
249;42;FEBRUARY;22/02/2023;LORA1;2;P;DRIVING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
250;42;FEBRUARY;22/02/2023;LORA1;6;V;WALKING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
251;42;FEBRUARY;22/02/2023;LORA1;4;V;CYCLING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
252;42;FEBRUARY;22/02/2023;LORA1;5;V;DRIVING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
253;43;FEBRUARY;22/02/2023;LORA1;3;P;WALKING;1;Passerine;SMALL_BIRD;3;37.592101;-5.463855;6;4163413;282470;30S;ROADWAY;4;0.5;1
254;43;FEBRUARY;22/02/2023;LORA1;1;P;CYCLING;1;Passerine;SMALL_BIRD;3;37.592124;-5.463718;4;4163415;282482;30S;ROADWAY;10;0.5;1
255;43;FEBRUARY;22/02/2023;LORA1;2;P;DRIVING;1;Passerine;SMALL_BIRD;3;37.592163;-5.463839;NA;NA;NA;NA;ROADWAY;NA;NA;1
256;43;FEBRUARY;22/02/2023;LORA1;6;V;WALKING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
257;43;FEBRUARY;22/02/2023;LORA1;4;V;CYCLING;1;Passerine;SMALL_BIRD;3;37.592086;-5.463738;4;4163411;282480;30S;ROADWAY;NA;NA;1
258;43;FEBRUARY;22/02/2023;LORA1;5;V;DRIVING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
259;44;FEBRUARY;22/02/2023;LORA1;3;P;WALKING;1;Sylvia atricapilla;SMALL_BIRD;1;37.592183;-5.463814;4;4163422;282473;30S;SHOULDER;0;0;0
260;44;FEBRUARY;22/02/2023;LORA1;1;P;CYCLING;1;Sylvia atricapilla;SMALL_BIRD;1;37.592217;-5.463832;4;4163426;282472;30S;SHOULDER;10;0;0
261;44;FEBRUARY;22/02/2023;LORA1;2;P;DRIVING;0;Sylvia atricapilla;SMALL_BIRD;1;NA;NA;NA;NA;NA;NA;SHOULDER;NA;NA;0
262;44;FEBRUARY;22/02/2023;LORA1;6;V;WALKING;1;Sylvia atricapilla;SMALL_BIRD;1;37.592224;-5.463859;5;4163427;282470;30S;SHOULDER;NA;NA;0
263;44;FEBRUARY;22/02/2023;LORA1;4;V;CYCLING;0;Sylvia atricapilla;SMALL_BIRD;1;NA;NA;NA;NA;NA;NA;SHOULDER;NA;NA;0
264;44;FEBRUARY;22/02/2023;LORA1;5;V;DRIVING;0;Sylvia atricapilla;SMALL_BIRD;1;NA;NA;NA;NA;NA;NA;SHOULDER;NA;NA;0
265;45;FEBRUARY;22/02/2023;LORA1;3;P;WALKING;1;Rodent;SMALL_MAMMAL;3;37.592377;-5.464072;4;4163444;282451;30S;ROADWAY;8;2.5;3
266;45;FEBRUARY;22/02/2023;LORA1;1;P;CYCLING;1;Rodent;SMALL_MAMMAL;3;37.592399;-5.463972;4;4163446;282460;30S;ROADWAY;5;2;3
267;45;FEBRUARY;22/02/2023;LORA1;2;P;DRIVING;0;Rodent;SMALL_MAMMAL;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
268;45;FEBRUARY;22/02/2023;LORA1;6;V;WALKING;0;Rodent;SMALL_MAMMAL;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
269;45;FEBRUARY;22/02/2023;LORA1;4;V;CYCLING;0;Rodent;SMALL_MAMMAL;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
270;45;FEBRUARY;22/02/2023;LORA1;5;V;DRIVING;0;Rodent;SMALL_MAMMAL;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
271;46;FEBRUARY;22/02/2023;LORA1;3;P;WALKING;1;Passerine;SMALL_BIRD;3;37.592427;-5.46416;6;4163450;282444;30S;ROADWAY;10;5.5;6
272;46;FEBRUARY;22/02/2023;LORA1;1;P;CYCLING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;6
273;46;FEBRUARY;22/02/2023;LORA1;2;P;DRIVING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;6
274;46;FEBRUARY;22/02/2023;LORA1;6;V;WALKING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;6
275;46;FEBRUARY;22/02/2023;LORA1;4;V;CYCLING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;6
276;46;FEBRUARY;22/02/2023;LORA1;5;V;DRIVING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;6
277;47;FEBRUARY;22/02/2023;LORA1;3;P;WALKING;1;Mus spretus;SMALL_MAMMAL;3;37.592474;-5.464102;8;4163455;282449;30S;ROADWAY;5;3;3
278;47;FEBRUARY;22/02/2023;LORA1;1;P;CYCLING;1;Rodent;SMALL_MAMMAL;3;37.592524;-5.464026;4;4163460;282456;30S;ROADWAY;5;2;3
279;47;FEBRUARY;22/02/2023;LORA1;2;P;DRIVING;0;Rodent;SMALL_MAMMAL;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
280;47;FEBRUARY;22/02/2023;LORA1;6;V;WALKING;0;Rodent;SMALL_MAMMAL;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
281;47;FEBRUARY;22/02/2023;LORA1;4;V;CYCLING;0;Rodent;SMALL_MAMMAL;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
282;47;FEBRUARY;22/02/2023;LORA1;5;V;DRIVING;0;Rodent;SMALL_MAMMAL;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
283;48;FEBRUARY;22/02/2023;LORA1;3;P;WALKING;1;Passerine;SMALL_BIRD;3;37.592748;-5.464295;5;4163486;282433;30S;ROADWAY;10;3.5;4
284;48;FEBRUARY;22/02/2023;LORA1;1;P;CYCLING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
285;48;FEBRUARY;22/02/2023;LORA1;2;P;DRIVING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
286;48;FEBRUARY;22/02/2023;LORA1;6;V;WALKING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
287;48;FEBRUARY;22/02/2023;LORA1;4;V;CYCLING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
288;48;FEBRUARY;22/02/2023;LORA1;5;V;DRIVING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
289;49;FEBRUARY;22/02/2023;LORA1;1;P;CYCLING;1;Passerine;SMALL_BIRD;5;37.593077;-5.464467;4;4163523;282418;30S;ROADWAY;5;0.5;1
290;49;FEBRUARY;22/02/2023;LORA1;3;P;WALKING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
291;49;FEBRUARY;22/02/2023;LORA1;2;P;DRIVING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
292;49;FEBRUARY;22/02/2023;LORA1;6;V;WALKING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
293;49;FEBRUARY;22/02/2023;LORA1;4;V;CYCLING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
294;49;FEBRUARY;22/02/2023;LORA1;5;V;DRIVING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
295;50;FEBRUARY;22/02/2023;LORA1;3;P;WALKING;1;Lagomorph;MEDIUM_MAMMAL;5;37.59315;-5.464565;6;4163531;282410;30S;ROADWAY;8;3.5;4
296;50;FEBRUARY;22/02/2023;LORA1;1;P;CYCLING;0;Lagomorph;MEDIUM_MAMMAL;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
297;50;FEBRUARY;22/02/2023;LORA1;2;P;DRIVING;0;Lagomorph;MEDIUM_MAMMAL;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
298;50;FEBRUARY;22/02/2023;LORA1;6;V;WALKING;0;Lagomorph;MEDIUM_MAMMAL;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
299;50;FEBRUARY;22/02/2023;LORA1;4;V;CYCLING;0;Lagomorph;MEDIUM_MAMMAL;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
300;50;FEBRUARY;22/02/2023;LORA1;5;V;DRIVING;0;Lagomorph;MEDIUM_MAMMAL;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
301;51;FEBRUARY;22/02/2023;LORA1;1;P;CYCLING;1;Passerine;SMALL_BIRD;3;37.593335;-5.46466;4;4163552;282402;30S;ROADWAY;5;0.5;1
302;51;FEBRUARY;22/02/2023;LORA1;3;P;WALKING;1;Passerine;SMALL_BIRD;3;37.593429;-5.464732;5;4163562;282396;30S;ROADWAY;5;0.5;1
303;51;FEBRUARY;22/02/2023;LORA1;2;P;DRIVING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
